axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_13,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_14,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_15,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_16,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_17,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_18,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_19,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_2,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_20,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_21,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_22,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_23,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_24,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_3,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_4,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_5,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_6,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_7,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_8,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified._native.native_decide.ax_1_9,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandNoP2SII,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginNoP2SII_verified,MathExtras.Helfgott.MinorSection51Pieces.BandIntervalExpr.evalInterval,bisection-tree,"RatInterval (exp/log/sqrt nodes, no rounding)",7650,10000,0,adaptiveUpper depth 7 (worst case 255 cells) x ~30 transcendental nodes/cell
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_certificate_small_c0_A_one_lowLo._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallC0Deep,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_certificate_small_c0_A_one_lowLo,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_safe_small_c0_A_one_lowLo._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallC0,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_safe_small_c0_A_one_lowLo,(named constants only),fixed-expression,Rat/RatInterval,1,,0,constant-depth comparison of named constants
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_high._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightHigh,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_high,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_medium._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightMedium,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_medium,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c0_rest._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallC0,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c0_rest,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c1_c2._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallC1C2,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c1_c2,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c3_c4._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallC3C4,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_c3_c4,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_tail._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointCertificateTightSmallTail,MathExtras.Helfgott.MinorSection51Pieces.bandFiniteMarginTight_verified_small_tail,IntervalArith.RatInterval.adaptiveUpper,bisection-tree,Rat/RatInterval,0,,1,"pruned binary bisection, worst case 2^(fuel+1)-1 leaf evaluations"
MathExtras.Helfgott.SIIMargin.mkA_cert._native.native_decide.ax_1_1,HelfgottCertificates,HelfgottCertificates.SIIMarginCertificate,MathExtras.Helfgott.SIIMargin.mkA_cert,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,468218,,6,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.SIIMargin.mkB_cert._native.native_decide.ax_1_1,HelfgottCertificates,HelfgottCertificates.SIIMarginCertificate,MathExtras.Helfgott.SIIMargin.mkB_cert,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,468218,,6,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.SIIMargin.mkC_cert._native.native_decide.ax_1_1,HelfgottCertificates,HelfgottCertificates.SIIMarginCertificate,MathExtras.Helfgott.SIIMargin.mkC_cert,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,468218,,6,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.Section24.Head30000.scan_ok_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott.Certs,MathExtras.NumberTheory.Helfgott.Certs.LogWeightedMertensHead30000Cert,MathExtras.Helfgott.Section24.Head30000.scan_ok_cert,MathExtras.Helfgott.Section24.Head30000.scan,linear-fold-rat,"RatInterval, wround pinned",30000,,0,"NON-TAIL recursion, 30000 levels deep"
MathExtras.Helfgott.WACor49Eta2ExpMomentCert.eta2Enclosure_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WACor49Eta2ExpMomentCert,MathExtras.Helfgott.WACor49Eta2ExpMomentCert.eta2Enclosure_hi,(named constants only),fixed-expression,Rat/RatInterval,1,,0,constant-depth comparison of named constants
MathExtras.Helfgott.WACor49Eta2ExpMomentCert.leftM4_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WACor49Eta2ExpMomentCert,MathExtras.Helfgott.WACor49Eta2ExpMomentCert.leftM4_hi,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,4,,1,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.WACor49Eta2ExpMomentCert.rightM4_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WACor49Eta2ExpMomentCert,MathExtras.Helfgott.WACor49Eta2ExpMomentCert.rightM4_hi,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,1200000,,7,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.WAProp48QuadraticInvSqrtCert.quarticGaussianEnclosure_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WAProp48QuadraticInvSqrtCert,MathExtras.Helfgott.WAProp48QuadraticInvSqrtCert.quarticGaussianEnclosure_hi,(named constants only),fixed-expression,Rat/RatInterval,1,,7,constant-depth comparison of named constants
MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.d4Enclosure_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WAProp48QuadraticLogL2Cert,MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.d4Enclosure_hi,(named constants only),fixed-expression,Rat/RatInterval,1,,5,constant-depth comparison of named constants
MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.d4Enclosure_lo._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WAProp48QuadraticLogL2Cert,MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.d4Enclosure_lo,(named constants only),fixed-expression,Rat/RatInterval,1,,5,constant-depth comparison of named constants
MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.logMomentEnclosure_hi._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.WAProp48QuadraticLogL2Cert,MathExtras.Helfgott.WAProp48QuadraticLogL2Cert.logMomentEnclosure_hi,(named constants only),fixed-expression,Rat/RatInterval,1,,8,constant-depth comparison of named constants
MathExtras.Helfgott.ZetaThreeHalves.zeta32_partial_cert._native.native_decide.ax_1_1,HelfgottCertificates,HelfgottCertificates.ZetaThreeHalvesCert,MathExtras.Helfgott.ZetaThreeHalves.zeta32_partial_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,13,constant-depth comparison of named constants
MathExtras.Helfgott1221.cert_m1._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m1,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",300500,,4,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m2._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m2,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",110750,,4,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m3._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m3,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",40750,,3,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m4._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m4,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",15000,,3,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m5._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m5,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",5550,,3,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m6._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m6,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",2050,,2,qmax cells x (|S| exact Rat mults + 2 log series)
MathExtras.Helfgott1221.cert_m7._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.Helfgott1221FiniteLeaves,MathExtras.Helfgott1221.cert_m7,MathExtras.Helfgott1221.checkAll,linear-fold-rat,"Rat (exact product, growing)",1200,,2,qmax cells x (|S| exact Rat mults + 2 log series)
